member,party,chamber,state,district,bioguide_id,entity_group,giver,recipient_committee,recipient_committee_id,amount_usd,date,cycle,kind,fec_sub_id,source_url,record_id
Gregory W. Meeks,D,House,NY,5,M001137,Anthropic employees,Anthropic employee,FRIENDS FOR GREGORY MEEKS,C00430991,3500.00,2025-10-13,2026,individual contribution,4031120261420715770,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794843740,HM801
Gregory W. Meeks,D,House,NY,5,M001137,Anthropic employees,Anthropic employee,FRIENDS FOR GREGORY MEEKS,C00430991,3500.00,2025-10-25,2026,individual contribution,4031120261420715734,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794843728,HM875
Gregory W. Meeks,D,House,NY,5,M001137,Anthropic employees,Anthropic employee,FRIENDS FOR GREGORY MEEKS,C00430991,3500.00,2025-10-25,2026,individual contribution,4031120261420715736,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794843728,HM876
Gregory W. Meeks,D,House,NY,5,M001137,Anthropic employees,Anthropic employee,FRIENDS FOR GREGORY MEEKS,C00430991,3500.00,2025-10-28,2026,individual contribution,4031120261420715726,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794843725,HM883
Gregory W. Meeks,D,House,NY,5,M001137,Anthropic employees,Anthropic employee,FRIENDS FOR GREGORY MEEKS,C00430991,3500.00,2025-10-28,2026,individual contribution,4031120261420715728,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794843726,HM884
Gregory W. Meeks,D,House,NY,5,M001137,ARI PAC,ARI PAC,FRIENDS FOR GREGORY MEEKS,C00430991,2500.00,2026-05-12,2026,PAC contribution,4061720261521567422,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8651
Gregory W. Meeks,D,House,NY,5,M001137,ANTHROPAC (Anthropic's PAC),ANTHROPAC,FRIENDS FOR GREGORY MEEKS,C00430991,2500.00,2026-06-29,2026,PAC contribution,4072920261539583683,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00946111&sub_id=4072920261539583683,HM327
Gus M. Bilirakis,R,House,FL,12,B001257,ARI PAC,ARI PAC,BILIRAKIS FOR CONGRESS,C00408534,2500.00,2025-03-27,2026,PAC contribution,4073120251213020571,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8499
Gus M. Bilirakis,R,House,FL,12,B001257,ARI PAC,ARI PAC,BILIRAKIS FOR CONGRESS,C00408534,1000.00,2025-09-02,2026,PAC contribution,4022520261359193426,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8527
Gus M. Bilirakis,R,House,FL,12,B001257,ARI PAC,ARI PAC,BILIRAKIS FOR CONGRESS,C00408534,2500.00,2026-03-26,2026,PAC contribution,4050120261498882139,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8623
Guy Reschenthaler,R,House,PA,14,R000610,Anthropic employees,Jared Powell,GUY FOR CONGRESS,C00657833,750.00,2025-10-23,2026,individual contribution,4030920261419943058,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794604920,HM868
Guy Reschenthaler,R,House,PA,14,R000610,ARI PAC,ARI PAC,GUY FOR CONGRESS,C00657833,1000.00,2025-11-12,2026,PAC contribution,4022520261359193449,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8574
Guy Reschenthaler,R,House,PA,14,R000610,ARI PAC,ARI PAC,GUY FOR CONGRESS,C00657833,1000.00,2026-02-24,2026,PAC contribution,4050120261498882147,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8596
Guy Reschenthaler,R,House,PA,14,R000610,ARI PAC,ARI PAC,GUY FOR CONGRESS,C00657833,1000.00,2026-03-19,2026,PAC contribution,4050120261498882148,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8614
Guy Reschenthaler,R,House,PA,14,R000610,ARI PAC,ARI PAC,GUY FOR CONGRESS,C00657833,1000.00,2026-06-09,2026,PAC contribution,4072720261538830163,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8673
H. Morgan Griffith,R,House,VA,9,G000568,ARI PAC,ARI PAC,MORGAN GRIFFITH FOR CONGRESS,C00477240,1000.00,2025-09-17,2026,PAC contribution,4022520261359193472,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8554
Hakeem S. Jeffries,D,House,NY,8,J000294,Anthropic employees,Anthropic employee,JEFFRIES FOR CONGRESS,C00503052,3500.00,2025-12-12,2026,individual contribution,4030320261385858493,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795543491,HM912
Haley M. Stevens,D,House,MI,11,S001215,Coefficient Giving / Open Philanthropy staff,Coefficient / Open Philanthropy staff member,HALEY STEVENS FOR CONGRESS,C00638650,500.00,2024-06-24,2024,individual contribution,4080620242011062673,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=OPEN+PHILANTHROPY&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4080620242011062673,HM15315
Haley M. Stevens,D,House,MI,11,S001215,Eric Schmidt,Eric Schmidt,HALEY STEVENS FOR SENATE,C00903039,3500.00,2026-02-03,2026,individual contribution,4050420261498947062,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862907629,HM3162
Haley M. Stevens,D,House,MI,11,S001215,Eric Schmidt,Eric Schmidt,HALEY STEVENS FOR SENATE,C00903039,3500.00,2026-02-03,2026,individual contribution,4050420261498947060,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862907628,HM3163
"Henry C. ""Hank"" Johnson, Jr.",D,House,GA,4,J000288,ARI PAC,ARI PAC,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,C00418293,2500.00,2025-06-25,2026,PAC contribution,4073120251213020573,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8514
Hillary J. Scholten,D,House,MI,3,S001221,Wendy Schmidt,Wendy Schmidt,SCHOLTEN FOR CONGRESS,C00711317,3300.00,2024-04-15,2024,individual contribution,4072620241979899570,https://docquery.fec.gov/cgi-bin/fecimg/?202407159660915360,HM4681
Hillary J. Scholten,D,House,MI,3,S001221,Wendy Schmidt,Wendy Schmidt,SCHOLTEN FOR CONGRESS,C00711317,3300.00,2024-09-06,2024,individual contribution,4041420251184132334,https://docquery.fec.gov/cgi-bin/fecimg/?202504129755257484,HM4554
J. Luis Correa,D,House,CA,46,C001110,Anthropic employees,Anthropic employee,LOU CORREA FOR CONGRESS,C00578302,250.00,2026-06-04,2026,individual contribution,4071920261534863145,https://docquery.fec.gov/cgi-bin/fecimg/?202607149875030856,HM1414
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-05-21,2026,individual contribution,4082520261584701141,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417012,HM1300
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-05-21,2026,individual contribution,4082520261584701142,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417012,HM1301
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-06-15,2026,individual contribution,4082520261584701310,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417068,HM1455
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3000.00,2026-06-15,2026,individual contribution,4082520261584701312,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417069,HM1456
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-06-15,2026,individual contribution,4082520261584701410,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417101,HM1457
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3000.00,2026-06-15,2026,individual contribution,4082520261584701412,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417102,HM1458
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-06-15,2026,individual contribution,4082520261584701645,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417180,HM1459
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3000.00,2026-06-15,2026,individual contribution,4082520261584701647,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417180,HM1460
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-06-16,2026,individual contribution,4082520261584701174,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417023,HM1473
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3000.00,2026-06-16,2026,individual contribution,4082520261584701176,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417023,HM1474
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-06-18,2026,individual contribution,4082520261584701166,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417020,HM1486
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-06-18,2026,individual contribution,4082520261584701168,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417021,HM1487
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-06-22,2026,individual contribution,4082520261584701344,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417079,HM1500
Jack Reed,D,Senate,RI,,R000122,Anthropic employees,Anthropic employee,THE REED COMMITTEE,C00238907,3500.00,2026-06-22,2026,individual contribution,4082520261584701346,https://docquery.fec.gov/cgi-bin/fecimg/?202608079899417080,HM1501
Jacky Rosen,D,Senate,NV,,R000608,Eric Schmidt,Eric Schmidt,ROSEN FOR NEVADA,C00606939,3300.00,2023-03-30,2024,individual contribution,4080220231760651619,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4080220231760651619,HM14425
Jacky Rosen,D,Senate,NV,,R000608,Eric Schmidt,Eric Schmidt,ROSEN FOR NEVADA,C00606939,3300.00,2023-03-30,2024,individual contribution,4080220231760659387,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4080220231760659387,HM14426
Jacky Rosen,D,Senate,NV,,R000608,James McClave,James McClave,ROSEN FOR NEVADA,C00606939,3300.00,2023-12-21,2024,individual contribution,4053020241951461451,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5228
Jacky Rosen,D,Senate,NV,,R000608,James McClave,James McClave,ROSEN FOR NEVADA,C00606939,3300.00,2023-12-21,2024,individual contribution,4053020241951456344,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5229
Jacky Rosen,D,Senate,NV,,R000608,Emily Berger,Emily Berger,ROSEN FOR NEVADA,C00606939,3300.00,2023-12-21,2024,individual contribution,4053020241951458889,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=Berger%2C+Emily&contributor_employer=Jane+Street,HM5466
Jacky Rosen,D,Senate,NV,,R000608,Emily Berger,Emily Berger,ROSEN FOR NEVADA,C00606939,3300.00,2023-12-21,2024,individual contribution,4053020241951453707,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=Berger%2C+Emily&contributor_employer=Jane+Street,HM5467
Jacky Rosen,D,Senate,NV,,R000608,Anthropic employees,Anthropic employee,ROSEN FOR NEVADA,C00606939,300.00,2024-02-04,2024,individual contribution,4080720242011211448,https://docquery.fec.gov/cgi-bin/fecimg/?202407159659874308,HM1585
Jake Auchincloss,D,House,MA,4,A000148,Anthropic employees,Anthropic employee,JAKE AUCHINCLOSS FOR CONGRESS,C00721449,7000.00,2026-05-20,2026,individual contribution,4080720261570538142,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875746595,HM1292
Jake Auchincloss,D,House,MA,4,A000148,Anthropic employees,Anthropic employee,JAKE AUCHINCLOSS FOR CONGRESS,C00721449,250.00,2026-08-09,2026,individual contribution,4082520261584995305,https://docquery.fec.gov/cgi-bin/fecimg/?202608209899723794,HM1579
James A. Himes,D,House,CT,4,H001047,Anthropic employees,Anthropic employee,HIMES FOR CONGRESS,C00434191,7000.00,2025-08-28,2026,individual contribution,4122320251299609071,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791207123,HM744
James A. Himes,D,House,CT,4,H001047,ARI PAC,ARI PAC,HIMES FOR CONGRESS,C00434191,1000.00,2025-09-10,2026,PAC contribution,4022520261359193450,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8539
Janelle S. Bynum,D,House,OR,5,B001326,Wendy Schmidt,Wendy Schmidt,JANELLE BYNUM FOR CONGRESS,C00843425,3300.00,2024-06-14,2024,individual contribution,4080520241999648989,https://docquery.fec.gov/cgi-bin/fecimg/?202407159659780482,HM4627
Janelle S. Bynum,D,House,OR,5,B001326,Eric Schmidt,Eric Schmidt,JANELLE BYNUM FOR CONGRESS,C00843425,3300.00,2024-08-08,2024,individual contribution,4111920241070996151,https://docquery.fec.gov/cgi-bin/fecimg/?202410159698366985,HM3220
Janelle S. Bynum,D,House,OR,5,B001326,James McClave,James McClave,JANELLE BYNUM FOR CONGRESS,C00843425,3300.00,2024-09-28,2024,individual contribution,4111920241070986642,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5206
Jared F. Golden,D,House,ME,2,G000592,James McClave,James McClave,COMMITTEE TO ELECT JARED GOLDEN,C00653816,3300.00,2024-09-30,2024,individual contribution,4111820241070206760,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5192
Jared F. Golden,D,House,ME,2,G000592,Wendy Schmidt,Wendy Schmidt,COMMITTEE TO ELECT JARED GOLDEN,C00653816,3500.00,2025-09-05,2026,individual contribution,4060320261520087089,https://docquery.fec.gov/cgi-bin/fecimg/?202605049866791082,HM4420
Jared F. Golden,D,House,ME,2,G000592,Wendy Schmidt,Wendy Schmidt,COMMITTEE TO ELECT JARED GOLDEN,C00653816,3500.00,2025-09-05,2026,individual contribution,4060320261520086903,https://docquery.fec.gov/cgi-bin/fecimg/?202605049866791020,HM4421
Jared Moskowitz,D,House,FL,23,M001217,ARI PAC,ARI PAC,JARED MOSKOWITZ FOR CONGRESS,C00807628,2500.00,2025-09-17,2026,PAC contribution,4022520261359193453,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8549
Jay Obernolte,R,House,CA,23,O000019,ARI PAC,ARI PAC,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2025-06-23,2026,PAC contribution,4073120251213020581,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8381
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2025-11-03,2026,individual contribution,4031120261420871271,https://docquery.fec.gov/cgi-bin/fecimg/?202602119834308806,HM893
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,143.56,2025-11-03,2026,individual contribution,4031120261420871273,https://docquery.fec.gov/cgi-bin/fecimg/?202602119834308807,HM894
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3356.44,2025-11-03,2026,individual contribution,4031120261420871275,https://docquery.fec.gov/cgi-bin/fecimg/?202602119834308808,HM895
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,287.12,2025-11-03,2026,individual contribution,4031120261420871277,https://docquery.fec.gov/cgi-bin/fecimg/?202602119834308808,HM896
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2026-05-01,2026,individual contribution,4061220261521251729,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870211238,HM1134
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2026-05-01,2026,individual contribution,4061220261521251731,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870211239,HM1135
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2026-05-01,2026,individual contribution,4061220261521251735,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870211240,HM1136
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2026-05-01,2026,individual contribution,4061220261521251737,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870211241,HM1137
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2026-05-01,2026,individual contribution,4061220261521251744,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870211243,HM1138
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2026-05-01,2026,individual contribution,4061220261521251746,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870211244,HM1139
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,287.11,2026-05-01,2026,individual contribution,4061220261521251748,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870211244,HM1140
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,-287.11,2026-05-11,2026,individual contribution,4061220261521251750,https://docquery.fec.gov/cgi-bin/fecimg/?202605219870211245,HM1220
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Jared Powell,JAY OBERNOLTE FOR CONGRESS,C00720078,500.00,2026-05-20,2026,individual contribution,4080520261563965071,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875354506,HM1291
Jay Obernolte,R,House,CA,23,O000019,Anthropic employees,Anthropic employee,JAY OBERNOLTE FOR CONGRESS,C00720078,3500.00,2026-05-31,2026,individual contribution,4080520261563965053,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875354500,HM1365
